Broj naloga;Mesec;Radna Jedinica;Tip;Iznos
1811378;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811416;Mart 2025;RAKOVICA;LOKALNO;4600.00
1811389;Mart 2025;ZVEZDARA;SAJLA;17475.00
1811401;Mart 2025;VRAČAR;KOPANJE;78836.70
1811419;Mart 2025;ZEMUN;WOMA;25500.00
1811408;Mart 2025;NOVI BEOGRAD;ZAMENA;30072.00
1811422;Mart 2025;ČUKARICA;SAJLA;16220.00
1811424;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811432;Mart 2025;PALILULA;KOPANJE;77448.00
1811447;Mart 2025;ČUKARICA;SAJLA;15300.00
1811451;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811453;Mart 2025;SAVSKI VENAC;SAJLA;9220.00
1811454;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811425;Mart 2025;VOŽDOVAC;SAJLA;9220.00
1811434;Mart 2025;VOŽDOVAC;ZAMENA;39166.10
1811448;Mart 2025;STARI GRAD;LOKALNO;4600.00
1811458;Mart 2025;ZEMUN;SAJLA;16220.00
1811446;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1811460;Mart 2025;VOŽDOVAC;WOMA;30900.00
1811468;Mart 2025;STARI GRAD;SAJLA;9220.00
1811484;Mart 2025;ZVEZDARA;WOMA;54800.00
1811465;Mart 2025;VOŽDOVAC;LOKALNO;4600.00
1811473;Mart 2025;VOŽDOVAC;WOMA;14600.00
1811481;Mart 2025;VOŽDOVAC;WOMA;17500.00
1811485;Mart 2025;RAKOVICA;SAJLA;9220.00
1811487;Mart 2025;RAKOVICA;SAJLA;16220.00
1811488;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811503;Mart 2025;NOVI BEOGRAD;ZAMENA;99852.20
1811483;Mart 2025;ČUKARICA;ZAMENA;21985.50
1811521;Mart 2025;PALILULA;WOMA;34640.00
1811528;Mart 2025;STARI GRAD;LOKALNO;4600.00
1811520;Mart 2025;NOVI BEOGRAD;SAJLA;16220.00
1811431;Mart 2025;ZEMUN;ZAMENA;5936.00
1811549;Mart 2025;STARI GRAD;WOMA;25500.00
1811500;Mart 2025;VOŽDOVAC;ZAMENA;6308.00
1811550;Mart 2025;NOVI BEOGRAD;WOMA;47000.00
1811555;Mart 2025;NOVI BEOGRAD;ZAMENA;35126.00
1811554;Mart 2025;ČUKARICA;LOKALNO;6900.00
1811575;Mart 2025;VOŽDOVAC;ZAMENA;79170.00
1811586;Mart 2025;RAKOVICA;ZAMENA;89405.00
1811588;Mart 2025;RAKOVICA;ZAMENA;24307.00
1811590;Mart 2025;NOVI BEOGRAD;SAJLA;17140.00
1811594;Mart 2025;ZEMUN;LOKALNO;4600.00
1811584;Mart 2025;NOVI BEOGRAD;ZAMENA;47848.00
1811597;Mart 2025;PALILULA;ZAMENA;23131.30
1811624;Mart 2025;RAKOVICA;ZAMENA;8082.00
1811627;Mart 2025;ZEMUN;WOMA;25500.00
1811628;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1811625;Mart 2025;SAVSKI VENAC;ZAMENA;5800.00
1811634;Mart 2025;PALILULA;SAJLA;8300.00
1811635;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1811630;Mart 2025;ZEMUN;ZAMENA;8133.00
1811637;Mart 2025;ZEMUN;KOPANJE;39861.05
1811645;Mart 2025;VOŽDOVAC;ZAMENA;11300.00
1811667;Mart 2025;PALILULA;WOMA;25500.00
1811666;Mart 2025;STARI GRAD;LOKALNO;4600.00
1811691;Mart 2025;NOVI BEOGRAD;SAJLA;16220.00
1811688;Mart 2025;ČUKARICA;WOMA;43900.00
1811690;Mart 2025;VOŽDOVAC;WOMA;29940.00
1811674;Mart 2025;ČUKARICA;SAJLA;10140.00
1811657;Mart 2025;NOVI BEOGRAD;KOPANJE;94184.00
1811686;Mart 2025;NOVI BEOGRAD;ZAMENA;8404.00
1811675;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1809500;Mart 2025;VRAČAR;ZAMENA;102182.00
1805856;Mart 2025;ZEMUN;ZAMENA;189660.00
1811693;Mart 2025;NOVI BEOGRAD;ZAMENA;5589.00
1811700;Mart 2025;STARI GRAD;WOMA;21000.00
1811692;Mart 2025;ZEMUN;LOKALNO;4600.00
1811711;Mart 2025;STARI GRAD;LOKALNO;4600.00
1811715;Mart 2025;ZVEZDARA;ZAMENA;23370.60
1811710;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811713;Mart 2025;ZEMUN;ZAMENA;43515.00
1811716;Mart 2025;ČUKARICA;ZAMENA;27728.00
1811718;Mart 2025;RAKOVICA;WOMA;30900.00
1811730;Mart 2025;NOVI BEOGRAD;WOMA;5000.00
1811732;Mart 2025;ZVEZDARA;WOMA;5000.00
1811725;Mart 2025;NOVI BEOGRAD;WOMA;16600.00
1811740;Mart 2025;STARI GRAD;ZAMENA;62300.00
1811734;Mart 2025;VRAČAR;ZAMENA;123800.00
1811738;Mart 2025;RAKOVICA;KOPANJE;163404.50
1811745;Mart 2025;RAKOVICA;KOPANJE;37015.00
1811750;Mart 2025;RAKOVICA;LOKALNO;4600.00
1811752;Mart 2025;RAKOVICA;ZAMENA;38362.00
1811735;Mart 2025;ZVEZDARA;WOMA;62553.40
1811763;Mart 2025;PALILULA;LOKALNO;4600.00
1811765;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811748;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811770;Mart 2025;RAKOVICA;WOMA;33500.00
1811767;Mart 2025;STARI GRAD;SAJLA;16220.00
1811768;Mart 2025;ČUKARICA;WOMA;34800.00
1811769;Mart 2025;ZVEZDARA;SAJLA;9220.00
1811776;Mart 2025;RAKOVICA;ZAMENA;48777.00
1811771;Mart 2025;ZVEZDARA;SAJLA;10220.00
1811766;Mart 2025;VOŽDOVAC;ZAMENA;19631.00
1811793;Mart 2025;PALILULA;WOMA;127551.00
1811789;Mart 2025;PALILULA;SAJLA;14220.00
1811792;Mart 2025;RAKOVICA;ZAMENA;22176.00
1811804;Mart 2025;NOVI BEOGRAD;SAJLA;8300.00
1811803;Mart 2025;ZVEZDARA;SAJLA;9220.00
1811809;Mart 2025;PALILULA;LOKALNO;4600.00
1811811;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1811813;Mart 2025;RAKOVICA;SAJLA;15300.00
1811812;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1811773;Mart 2025;NOVI BEOGRAD;ZAMENA;25919.00
1811818;Mart 2025;STARI GRAD;ZAMENA;42201
1811807;Mart 2025;NOVI BEOGRAD;ZAMENA;38081.70
1811817;Mart 2025;NOVI BEOGRAD;WOMA;37100.00
1811822;Mart 2025;ČUKARICA;SAJLA;10140.00
1811806;Mart 2025;ČUKARICA;SAJLA;9220.00
1811816;Mart 2025;VOŽDOVAC;ZAMENA;39525.00
1811798;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1811832;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811831;Mart 2025;VOŽDOVAC;ZAMENA;17935.00
1811834;Mart 2025;STARI GRAD;SAJLA;16220.00
1811836;Mart 2025;RAKOVICA;ZAMENA;74118.40
1811837;Mart 2025;NOVI BEOGRAD;WOMA;25500.00
1811852;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811858;Mart 2025;ZVEZDARA;SAJLA;9220.00
1811856;Mart 2025;RAKOVICA;ZAMENA;24905
1811859;Mart 2025;RAKOVICA;SAJLA;11520.00
1811797;Mart 2025;VRAČAR;ZAMENA;25414.00
1811855;Mart 2025;NOVI BEOGRAD;ZAMENA;15795.00
1811830;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1811849;Mart 2025;VRAČAR;ZAMENA;31534.00
1811772;Mart 2025;ČUKARICA;ZAMENA;42668.60
1811777;Mart 2025;ČUKARICA;ZAMENA;10920.00
1811778;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811800;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811825;Mart 2025;ČUKARICA;ZAMENA;7389.00
1811826;Mart 2025;ČUKARICA;LOKALNO;4600.00
1811851;Mart 2025;ČUKARICA;ZAMENA;25789.00
1811853;Mart 2025;ČUKARICA;ZAMENA;64836.00
1811875;Mart 2025;VOŽDOVAC;ZAMENA;24300.00
1811886;Mart 2025;VOŽDOVAC;ZAMENA;9416.00
1811877;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1811884;Mart 2025;ZVEZDARA;ZAMENA;5936.00
1811881;Mart 2025;STARI GRAD;WOMA;43340.00
1811899;Mart 2025;RAKOVICA;LOKALNO;4600.00
1811890;Mart 2025;ČUKARICA;ZAMENA;4770.00
1811874;Mart 2025;ČUKARICA;ZAMENA;10189.00
1811882;Mart 2025;PALILULA;SAJLA;16220.00
1797591;Mart 2025;ČUKARICA;ZAMENA;39239.50
1811888;Mart 2025;VOŽDOVAC;ZAMENA;28153.00
1811913;Mart 2025;RAKOVICA;SAJLA;17600.00
1811916;Mart 2025;PALILULA;ZAMENA;41900.40
1811917;Mart 2025;STARI GRAD;WOMA;17500.00
1811872;Mart 2025;ZEMUN;ZAMENA;29566.00
1811931;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1811929;Mart 2025;ZEMUN;ZAMENA;16784.00
1811895;Mart 2025;VOŽDOVAC;ZAMENA;16736.00
1811925;Mart 2025;VOŽDOVAC;ZAMENA;29150.60
1811942;Mart 2025;PALILULA;LOKALNO;4600.00
1811946;Mart 2025;RAKOVICA;KOPANJE;129854.08
1811948;Mart 2025;NOVI BEOGRAD;ZAMENA;37408.00
1811950;Mart 2025;ZVEZDARA;ZAMENA;24366.20
1811939;Mart 2025;PALILULA;WOMA;30100.00
1811944;Mart 2025;PALILULA;ZAMENA;50917.00
1811947;Mart 2025;PALILULA;SAJLA;9220.00
1811951;Mart 2025;PALILULA;LOKALNO;4600.00
1811952;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1811953;Mart 2025;VOŽDOVAC;WOMA;42100.00
1811956;Mart 2025;VRAČAR;SAJLA;9220.00
1811955;Mart 2025;VRAČAR;SAJLA;9220.00
1811957;Mart 2025;VRAČAR;LOKALNO;4600.00
1811958;Mart 2025;ČUKARICA;SAJLA;9220.00
1811968;Mart 2025;NOVI BEOGRAD;ZAMENA;99276.00
1811965;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1811975;Mart 2025;ZEMUN;LOKALNO;6900.00
1811967;Mart 2025;ZEMUN;ZAMENA;9210.00
1811959;Mart 2025;ZVEZDARA;SAJLA;9220.00
1811985;Mart 2025;RAKOVICA;SAJLA;9220.00
1811984;Mart 2025;NOVI BEOGRAD;LOKALNO;6900.00
1811989;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1812001;Mart 2025;PALILULA;SAJLA;9220.00
1812003;Mart 2025;ZEMUN;LOKALNO;4600.00
1812010;Mart 2025;PALILULA;ZAMENA;25203.60
1812020;Mart 2025;RAKOVICA;SAJLA;16220.00
1812014;Mart 2025;VOŽDOVAC;SAJLA;9220.00
1812012;Mart 2025;STARI GRAD;WOMA;5000.00
1812024;Mart 2025;ČUKARICA;ZAMENA;25824.20
1812021;Mart 2025;NOVI BEOGRAD;ZAMENA;5936.00
1812016;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1809896;Mart 2025;ČUKARICA;ZAMENA;131617.00
1811979;Mart 2025;ČUKARICA;ZAMENA;12690.00
1811983;Mart 2025;ČUKARICA;LOKALNO;4600.00
1812033;Mart 2025;NOVI BEOGRAD;SAJLA;15300.00
1811998;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812026;Mart 2025;STARI GRAD;SAJLA;13300.00
1812030;Mart 2025;STARI GRAD;ZAMENA;49334.88
1812034;Mart 2025;PALILULA;ZAMENA;59050.50
1812045;Mart 2025;VRAČAR;WOMA;25500.00
1812049;Mart 2025;PALILULA;LOKALNO;6900.00
1806868;Mart 2025;NOVI BEOGRAD;ZAMENA;49140.00
1812069;Mart 2025;STARI GRAD;SAJLA;16220.00
1812038;Mart 2025;NOVI BEOGRAD;WOMA;35300.00
1811987;Mart 2025;ČUKARICA;SAJLA;9220.00
1812057;Mart 2025;SAVSKI VENAC;WOMA;79300.00
1812047;Mart 2025;ZVEZDARA;ZAMENA;11300.00
1812071;Mart 2025;VOŽDOVAC;ZAMENA;46903.77
1812066;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812101;Mart 2025;PALILULA;WOMA;25500.00
1812105;Mart 2025;RAKOVICA;ZAMENA;6158.00
1812106;Mart 2025;PALILULA;ZAMENA;28247.00
1812107;Mart 2025;RAKOVICA;ZAMENA;44768.80
1812099;Mart 2025;ČUKARICA;WOMA;46000.00
1812095;Mart 2025;NOVI BEOGRAD;WOMA;25500.00
1812108;Mart 2025;ČUKARICA;SAJLA;9220.00
1812097;Mart 2025;ČUKARICA;SAJLA;15300.00
1812125;Mart 2025;NOVI BEOGRAD;WOMA;46500.00
1812122;Mart 2025;NOVI BEOGRAD;SAJLA;12380.00
1812134;Mart 2025;RAKOVICA;LOKALNO;4600.00
1812102;Mart 2025;ZVEZDARA;ZAMENA;24906.00
1812137;Mart 2025;ZEMUN;ZAMENA;21372.00
1812103;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812136;Mart 2025;VOŽDOVAC;WOMA;35640.00
1812146;Mart 2025;VOŽDOVAC;ZAMENA;23160.00
1812147;Mart 2025;VOŽDOVAC;ZAMENA;44950.50
1812135;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812140;Mart 2025;ZEMUN;ZAMENA;41941.00
1810436;Mart 2025;ZVEZDARA;KOPANJE;110863.00
1812149;Mart 2025;VOŽDOVAC;WOMA;25500.00
1806752;Mart 2025;VRAČAR;ZAMENA;129896.00
1801204;Mart 2025;VRAČAR;ZAMENA;94837.00
1812084;Mart 2025;ČUKARICA;ZAMENA;104705.20
1812109;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812100;Mart 2025;ČUKARICA;WOMA;39300.00
1812094;Mart 2025;ČUKARICA;ZAMENA;3053.00
1812086;Mart 2025;ČUKARICA;ZAMENA;74540.60
1812161;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1812168;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812152;Mart 2025;VOŽDOVAC;WOMA;50235.00
1812163;Mart 2025;STARI GRAD;ZAMENA;63054.80
1812166;Mart 2025;ČUKARICA;ZAMENA;5430.00
1812169;Mart 2025;STARI GRAD;SAJLA;17140.00
1812170;Mart 2025;NOVI BEOGRAD;WOMA;5000.00
1812172;Mart 2025;RAKOVICA;SAJLA;15300.00
1812165;Mart 2025;ZEMUN;ZAMENA;11300.00
1812173;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1812175;Mart 2025;RAKOVICA;SAJLA;12440.00
1812171;Mart 2025;ZEMUN;SAJLA;9220.00
1812174;Mart 2025;ZEMUN;LOKALNO;4600.00
1812178;Mart 2025;ZVEZDARA;WOMA;30900.00
1812179;Mart 2025;RAKOVICA;LOKALNO;4600.00
1812176;Mart 2025;NOVI BEOGRAD;SAJLA;12440.00
1812181;Mart 2025;PALILULA;WOMA;38900.00
1812177;Mart 2025;ČUKARICA;LOKALNO;2300.00
1812182;Mart 2025;STARI GRAD;SAJLA;16220.00
1812183;Mart 2025;PALILULA;SAJLA;9220.00
1812184;Mart 2025;RAKOVICA;ZAMENA;30912.00
1812180;Mart 2025;ČUKARICA;ZAMENA;4624.15
1812185;Mart 2025;STARI GRAD;ZAMENA;37409.20
1812186;Mart 2025;ČUKARICA;ZAMENA;50540.40
1812187;Mart 2025;ČUKARICA;SAJLA;16220.00
1812188;Mart 2025;VOŽDOVAC;SAJLA;16220.00
1812190;Mart 2025;NOVI BEOGRAD;SAJLA;10140.00
1812192;Mart 2025;PALILULA;WOMA;25500.00
1812193;Mart 2025;ČUKARICA;WOMA;33500.00
1812194;Mart 2025;NOVI BEOGRAD;SAJLA;16220.00
1812198;Mart 2025;ZEMUN;WOMA;33500.00
1812195;Mart 2025;PALILULA;WOMA;43720.00
1812199;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812200;Mart 2025;ZVEZDARA;SAJLA;10220.00
1812201;Mart 2025;PALILULA;SAJLA;9220.00
1812203;Mart 2025;RAKOVICA;SAJLA;9220.00
1812218;Mart 2025;RAKOVICA;LOKALNO;4600.00
1812202;Mart 2025;ZEMUN;SAJLA;9220.00
1812212;Mart 2025;PALILULA;ZAMENA;52141.00
1812224;Mart 2025;PALILULA;WOMA;25500.00
1812221;Mart 2025;PALILULA;ZAMENA;21822.00
1812239;Mart 2025;ZEMUN;SAJLA;8300.00
1812204;Mart 2025;VRAČAR;LOKALNO;2300.00
1812241;Mart 2025;VRAČAR;LOKALNO;4600.00
1812244;Mart 2025;ČUKARICA;ZAMENA;36853.00
1812243;Mart 2025;NOVI BEOGRAD;SAJLA;8300.00
1812242;Mart 2025;ČUKARICA;LOKALNO;4600.00
1812237;Mart 2025;ČUKARICA;LOKALNO;4600.00
1812215;Mart 2025;ČUKARICA;SAJLA;9220.00
1812252;Mart 2025;VOŽDOVAC;KOPANJE;53040.60
1812254;Mart 2025;VOŽDOVAC;LOKALNO;6900.00
1812248;Mart 2025;STARI GRAD;ZAMENA;18354.00
1812249;Mart 2025;PALILULA;SAJLA;14220.00
1812260;Mart 2025;RAKOVICA;SAJLA;9220.00
1812258;Mart 2025;ČUKARICA;LOKALNO;4600.00
1812251;Mart 2025;NOVI BEOGRAD;WOMA;30900.00
1807510;Mart 2025;ČUKARICA;KOPANJE;109075.10
1812277;Mart 2025;STARI GRAD;SAJLA;9300.00
1812278;Mart 2025;STARI GRAD;WOMA;144449.00
1812292;Mart 2025;VOŽDOVAC;SAJLA;9220.00
1812283;Mart 2025;VOŽDOVAC;ZAMENA;5031.00
1812285;Mart 2025;PALILULA;SAJLA;8300.00
1812279;Mart 2025;STARI GRAD;ZAMENA;25214.00
1812293;Mart 2025;VOŽDOVAC;LOKALNO;4600.00
1812290;Mart 2025;ČUKARICA;ZAMENA;15094.00
1812294;Mart 2025;ČUKARICA;ZAMENA;26170.00
1812296;Mart 2025;SAVSKI VENAC;SAJLA;9220.00
1812280;Mart 2025;ZEMUN;LOKALNO;6900.00
1812282;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812286;Mart 2025;ZEMUN;ZAMENA;17006.00
1812306;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812309;Mart 2025;VOŽDOVAC;WOMA;44300.00
1812307;Mart 2025;NOVI BEOGRAD;ZAMENA;8082.00
1812310;Mart 2025;VOŽDOVAC;ZAMENA;30745.00
1812314;Mart 2025;VRAČAR;LOKALNO;4600.00
1812323;Mart 2025;STARI GRAD;ZAMENA;18726.60
1812321;Mart 2025;NOVI BEOGRAD;SPOJKA;5341.00
1812322;Mart 2025;PALILULA;WOMA;33500.00
1812341;Mart 2025;RAKOVICA;WOMA;5000.00
1812342;Mart 2025;RAKOVICA;KOPANJE;108197.50
1812353;Mart 2025;VOŽDOVAC;SAJLA;9220.00
1812352;Mart 2025;ČUKARICA;WOMA;5000.00
1812351;Mart 2025;NOVI BEOGRAD;ZAMENA;6440.00
1812348;Mart 2025;NOVI BEOGRAD;ZAMENA;18353.00
1812382;Mart 2025;STARI GRAD;ZAMENA;95502.00
1812364;Mart 2025;PALILULA;WOMA;20000.00
1812373;Mart 2025;NOVI BEOGRAD;ZAMENA;7016.00
1812383;Mart 2025;ČUKARICA;WOMA;30900.00
1812384;Mart 2025;ČUKARICA;SAJLA;16220.00
1812385;Mart 2025;ČUKARICA;SAJLA;10140.00
1812386;Mart 2025;PALILULA;WOMA;25500.00
1812381;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812359;Mart 2025;ZVEZDARA;ZAMENA;27959.00
1812355;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812387;Mart 2025;NOVI BEOGRAD;WOMA;5000.00
1812388;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1812404;Mart 2025;PALILULA;ZAMENA;8120.00
1812416;Mart 2025;RAKOVICA;KOPANJE;48636.16
1812398;Mart 2025;ZEMUN;LOKALNO;4600.00
1812422;Mart 2025;PALILULA;ZAMENA;34262.60
1812423;Mart 2025;PALILULA;ZAMENA;30047.00
1812420;Mart 2025;VOŽDOVAC;LOKALNO;4600.00
1812409;Mart 2025;ZVEZDARA;WOMA;25500.00
1812428;Mart 2025;RAKOVICA;LOKALNO;6900.00
1812407;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1812411;Mart 2025;NOVI BEOGRAD;SAJLA;16220.00
1812415;Mart 2025;NOVI BEOGRAD;ZAMENA;7016.00
1812421;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812418;Mart 2025;ZEMUN;WOMA;25500.00
1812441;Mart 2025;ZEMUN;KOPANJE;48218.75
1812443;Mart 2025;NOVI BEOGRAD;ZAMENA;28436.00
1812445;Mart 2025;PALILULA;ZAMENA;7716.50
1812444;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1809063;Mart 2025;ZEMUN;KOPANJE;94571.50
1812442;Mart 2025;PALILULA;SAJLA;14220.00
1812468;Mart 2025;STARI GRAD;SAJLA;9220.00
1812477;Mart 2025;ZVEZDARA;WOMA;25500.00
1812449;Mart 2025;NOVI BEOGRAD;WOMA;15000.00
1812489;Mart 2025;ZVEZDARA;ZAMENA;15566.00
1812497;Mart 2025;VOŽDOVAC;ZAMENA;100818.40
1812488;Mart 2025;ČUKARICA;ZAMENA;32275.00
1812448;Mart 2025;ČUKARICA;SAJLA;9220.00
1812452;Mart 2025;NOVI BEOGRAD;ZAMENA;50771.00
1812457;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812479;Mart 2025;NOVI BEOGRAD;ZAMENA;44138.00
1812485;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812502;Mart 2025;NOVI BEOGRAD;ZAMENA;50001.00
1812510;Mart 2025;PALILULA;ZAMENA;24436.00
1812522;Mart 2025;ČUKARICA;SAJLA;9220.00
1812524;Mart 2025;ČUKARICA;ZAMENA;12920.00
1812470;Mart 2025;ZEMUN;LOKALNO;4600.00
1812531;Mart 2025;PALILULA;ZAMENA;19223.50
1812535;Mart 2025;RAKOVICA;ZAMENA;140607.00
1812541;Mart 2025;SAVSKI VENAC;ZAMENA;21952.00
1812542;Mart 2025;SAVSKI VENAC;WOMA;5000.00
1812537;Mart 2025;NOVI BEOGRAD;WOMA;25500.00
1812534;Mart 2025;NOVI BEOGRAD;WOMA;5000.00
1812538;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812548;Mart 2025;ČUKARICA;ZAMENA;46844.15
1812533;Mart 2025;ZEMUN;LOKALNO;4600.00
1812568;Mart 2025;STARI GRAD;ZAMENA;5114.00
1812549;Mart 2025;VOŽDOVAC;ZAMENA;42838.20
1812551;Mart 2025;VOŽDOVAC;LOKALNO;4600.00
1812574;Mart 2025;STARI GRAD;ZAMENA;53693.60
1812563;Mart 2025;VOŽDOVAC;ZAMENA;82455.80
1812560;Mart 2025;NOVI BEOGRAD;ZAMENA;6050.00
1812580;Mart 2025;PALILULA;ZAMENA;18914.50
1812589;Mart 2025;ZVEZDARA;WOMA;31600.32
1812584;Mart 2025;ČUKARICA;ZAMENA;22980.00
1812575;Mart 2025;NOVI BEOGRAD;ZAMENA;34907.00
1812564;Mart 2025;NOVI BEOGRAD;ZAMENA;42512.72
1812596;Mart 2025;PALILULA;WOMA;21000.00
1812597;Mart 2025;PALILULA;WOMA;56500.00
1812598;Mart 2025;NOVI BEOGRAD;ZAMENA;19173.00
1812600;Mart 2025;VRAČAR;SAJLA;9220.00
1812602;Mart 2025;VOŽDOVAC;SAJLA;9220.00
1812601;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1812605;Mart 2025;NOVI BEOGRAD;SAJLA;9220.00
1812604;Mart 2025;ČUKARICA;SAJLA;9220.00
1812603;Mart 2025;ČUKARICA;SAJLA;9220.00
1812606;Mart 2025;PALILULA;SAJLA;8300.00
1808525;Mart 2025;ZVEZDARA;WOMA;74083.45
1812627;Mart 2025;RAKOVICA;SAJLA;14220.00
1812625;Mart 2025;ZVEZDARA;ZAMENA;33058.50
1812622;Mart 2025;VOŽDOVAC;ZAMENA;29325.00
1812633;Mart 2025;RAKOVICA;WOMA;5000.00
1812635;Mart 2025;PALILULA;ZAMENA;28203.00
1812630;Mart 2025;PALILULA;SAJLA;13300.00
1812646;Mart 2025;ZVEZDARA;SAJLA;14220.00
1812653;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812652;Mart 2025;NOVI BEOGRAD;LOKALNO;2300.00
1812644;Mart 2025;ZEMUN;SAJLA;9220.00
1812643;Mart 2025;ČUKARICA;SAJLA;8300.00
1812641;Mart 2025;ČUKARICA;ZAMENA;25886.00
1812636;Mart 2025;NOVI BEOGRAD;ZAMENA;47341.00
1812640;Mart 2025;ZEMUN;ZAMENA;57979.00
1812620;Mart 2025;VRAČAR;ZAMENA;7515.80
1812617;Mart 2025;ZEMUN;LOKALNO;6900.00
1812662;Mart 2025;STARI GRAD;ZAMENA;14725.00
1812665;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812672;Mart 2025;ZVEZDARA;LOKALNO;4600.00
1812660;Mart 2025;ZEMUN;SAJLA;9220.00
1812674;Mart 2025;ČUKARICA;SAJLA;9220.00
1812695;Mart 2025;VOŽDOVAC;WOMA;37100.00
1812698;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1812704;Mart 2025;ZVEZDARA;SAJLA;9220.00
1812703;Mart 2025;PALILULA;WOMA;25500.00
1812706;Mart 2025;STARI GRAD;ZAMENA;25954.00
1812707;Mart 2025;STARI GRAD;LOKALNO;4600.00
1812712;Mart 2025;ČUKARICA;KOPANJE;38184.60
1812705;Mart 2025;PALILULA;ZAMENA;21737.00
1812710;Mart 2025;ČUKARICA;ZAMENA;30646.50
1812711;Mart 2025;NOVI BEOGRAD;ZAMENA;158477.10
1812715;Mart 2025;ZVEZDARA;ZAMENA;23866.00
1812708;Mart 2025;NOVI BEOGRAD;ZAMENA;15518.00
1812713;Mart 2025;ZEMUN;ZAMENA;12500.00
1812724;Mart 2025;STARI GRAD;ZAMENA;33266.90
1812725;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812721;Mart 2025;VOŽDOVAC;ZAMENA;13692.00
1812719;Mart 2025;ČUKARICA;ZAMENA;34411.00
1812727;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1812737;Mart 2025;RAKOVICA;ZAMENA;18353.50
1812754;Mart 2025;PALILULA;KOPANJE;80520.50
1812756;Mart 2025;SAVSKI VENAC;ZAMENA;7110.00
1812742;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812736;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812735;Mart 2025;NOVI BEOGRAD;LOKALNO;4600.00
1812722;Mart 2025;VRAČAR;LOKALNO;4600.00
1812770;Mart 2025;ZVEZDARA;SAJLA;9220.00
1812777;Mart 2025;NOVI BEOGRAD;ZAMENA;9175.00
1812786;Mart 2025;ČUKARICA;ZAMENA;56429.30
1812768;Mart 2025;RAKOVICA;SAJLA;9220.00
1812752;Mart 2025;VOŽDOVAC;ZAMENA;49188.00
1812787;Mart 2025;NOVI BEOGRAD;WOMA;33500.00
1812788;Mart 2025;ZVEZDARA;ZAMENA;57681.00
1812789;Mart 2025;SAVSKI VENAC;LOKALNO;4600.00
1812783;Mart 2025;RAKOVICA;LOKALNO;4600.00
