Broj Fakture;Datum PDV;Iznos/Osnovica;Penal;PDV;Iznos sa penalom i PDV;PG Iznos/Osnovica;PG PDV;PG Penal;PG Iznos sa PDVom;Vrsta Naloga
GS-8349/2025;25.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8386/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8306/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8342/2025;25.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8344/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8356/2025;25.06.2025;7300.00;0.00;1460.00;8760.00;4927.50;985.50;0.00;5913.00;NEODLOZNO
GS-8419/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8414/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8399/2025;25.06.2025;12330.00;0.00;2466.00;14796.00;8322.75;1664.55;0.00;9987.30;NEODLOZNO
GS-8425/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8421/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8377/2025;25.06.2025;30100.00;0.00;6020.00;36120.00;20317.50;4063.50;0.00;24381.00;NEODLOZNO
GS-8328/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8336/2025;25.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8415/2025;25.06.2025;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-8440/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8387/2025;25.06.2025;157778.40;0.00;31555.68;189334.08;106500.42;21300.08;0.00;127800.50;NEODLOZNO
GS-8385/2025;25.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8335/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8430/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8438/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8447/2025;25.06.2025;13760.00;0.00;2752.00;16512.00;9288.00;1857.60;0.00;11145.60;NEODLOZNO
GS-8453/2025;25.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8451/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8297/2025;25.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8313/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8436/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8293/2025;25.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8418/2025;25.06.2025;17140.00;0.00;3428.00;20568.00;11569.50;2313.90;0.00;13883.40;NEODLOZNO
GS-8413/2025;25.06.2025;6242.00;0.00;1248.40;7490.40;4213.35;842.67;0.00;5056.02;NEODLOZNO
GS-8375/2025;25.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8353/2025;25.06.2025;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-8394/2025;25.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8325/2025;25.06.2025;22900.00;0.00;4580.00;27480.00;15457.50;3091.50;0.00;18549.00;NEODLOZNO
GS-8443/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8372/2025;24.06.2025;52283.60;0.00;10456.72;62740.32;35291.43;7058.29;0.00;42349.72;NEODLOZNO
GS-8371/2025;24.06.2025;46237.00;0.00;9247.40;55484.40;31209.98;6242.00;0.00;37451.97;NEODLOZNO
GS-8373/2025;24.06.2025;46831.00;0.00;9366.20;56197.20;31610.93;6322.19;0.00;37933.11;NEODLOZNO
GS-8374/2025;24.06.2025;7009.00;0.00;1401.80;8410.80;4731.08;946.22;0.00;5677.29;NEODLOZNO
GS-8370/2025;24.06.2025;28640.00;0.00;5728.00;34368.00;19332.00;3866.40;0.00;23198.40;NEODLOZNO
GS-8369/2025;24.06.2025;40210.00;0.00;8042.00;48252.00;27141.75;5428.35;0.00;32570.10;NEODLOZNO
GS-8302/2025;24.06.2025;39108.00;0.00;7821.60;46929.60;26397.90;5279.58;0.00;31677.48;NEODLOZNO
GS-8407/2025;24.06.2025;22623.00;0.00;4524.60;27147.60;15270.53;3054.11;0.00;18324.63;NEODLOZNO
GS-8410/2025;24.06.2025;31903.00;0.00;6380.60;38283.60;21534.53;4306.91;0.00;25841.43;NEODLOZNO
GS-8408/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8406/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8337/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8409/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8339/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8405/2025;24.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8338/2025;24.06.2025;15300.00;0.00;3060.00;18360.00;10327.50;2065.50;0.00;12393.00;NEODLOZNO
GS-8323/2025;24.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8296/2025.;24.06.2025;29940.00;0.00;5988.00;35928.00;20209.50;4041.90;0.00;24251.40;NEODLOZNO
GS-8495/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8148/2025;23.06.2025;22498.20;0.00;4499.64;26997.84;15186.29;3037.26;0.00;18223.54;NEODLOZNO
GS-8168/2025;23.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8456/2025;23.06.2025;280599.00;0.00;56119.80;336718.80;189404.33;37880.87;0.00;227285.19;TEKUCE
GS-8141/2025;23.06.2025;99711.10;0.00;19942.22;119653.32;67304.99;13461.00;0.00;80765.99;NEODLOZNO
GS-8140/2025;23.06.2025;34425.00;0.00;6885.00;41310.00;23236.88;4647.38;0.00;27884.25;NEODLOZNO
GS-8487/2025;23.06.2025;57236.00;0.00;11447.20;68683.20;38634.30;7726.86;0.00;46361.16;NEODLOZNO
GS-8166/2025;23.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8161/2025;23.06.2025;24197.50;0.00;4839.50;29037.00;16333.31;3266.66;0.00;19599.98;NEODLOZNO
GS-8250/2025;23.06.2025;37868.00;0.00;7573.60;45441.60;25560.90;5112.18;0.00;30673.08;NEODLOZNO
GS-8173/2025;23.06.2025;80131.30;0.00;16026.26;96157.56;54088.63;10817.73;0.00;64906.35;NEODLOZNO
GS-8478/2025;23.06.2025;179763.00;0.00;35952.60;215715.60;121340.03;24268.01;0.00;145608.03;NEODLOZNO
GS-8169/2025;23.06.2025;9992.40;0.00;1998.48;11990.88;6744.87;1348.97;0.00;8093.84;NEODLOZNO
GS-8240/2025;23.06.2025;28520.00;0.00;5704.00;34224.00;19251.00;3850.20;0.00;23101.20;NEODLOZNO
GS-8243/2025;23.06.2025;51764.80;0.00;10352.96;62117.76;34941.24;6988.25;0.00;41929.49;NEODLOZNO
GS-8174/2025;23.06.2025;7430.40;0.00;1486.08;8916.48;5015.52;1003.10;0.00;6018.62;NEODLOZNO
GS-8261/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8249/2025;23.06.2025;15265.40;0.00;3053.08;18318.48;10304.15;2060.83;0.00;12364.97;NEODLOZNO
GS-8253/2025;23.06.2025;26837.00;0.00;5367.40;32204.40;18114.98;3623.00;0.00;21737.97;NEODLOZNO
GS-8167/2025;23.06.2025;7456.00;0.00;1491.20;8947.20;5032.80;1006.56;0.00;6039.36;NEODLOZNO
GS-8163/2025;23.06.2025;122033.00;0.00;24406.60;146439.60;82372.28;16474.46;0.00;98846.73;NEODLOZNO
GS-8164/2025;23.06.2025;7360.00;0.00;1472.00;8832.00;4968.00;993.60;0.00;5961.60;NEODLOZNO
GS-8139/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8170/2025;23.06.2025;33018.00;0.00;6603.60;39621.60;22287.15;4457.43;0.00;26744.58;NEODLOZNO
GS-8154/2025;23.06.2025;71820.00;0.00;14364.00;86184.00;48478.50;9695.70;0.00;58174.20;NEODLOZNO
GS-8165/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8172/2025;23.06.2025;210665.60;0.00;42133.12;252798.72;142199.28;28439.86;0.00;170639.14;NEODLOZNO
GS-8149/2025;23.06.2025;57560.00;0.00;11512.00;69072.00;38853.00;7770.60;0.00;46623.60;NEODLOZNO
GS-8146/2025;23.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8147/2025;23.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8238/2025;23.06.2025;9342.60;0.00;1868.52;11211.12;6306.26;1261.25;0.00;7567.51;NEODLOZNO
GS-8245/2025;23.06.2025;5341.00;0.00;1068.20;6409.20;3605.18;721.04;0.00;4326.21;NEODLOZNO
GS-8156/2025;23.06.2025;91081.00;0.00;18216.20;109297.20;61479.68;12295.94;0.00;73775.61;TEKUCE
GS-8255/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8151/2025;23.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8476/2025;23.06.2025;60010.80;0.00;12002.16;72012.96;40507.29;8101.46;0.00;48608.75;NEODLOZNO
GS-8159/2025;23.06.2025;37104.50;0.00;7420.90;44525.40;25045.54;5009.11;0.00;30054.65;NEODLOZNO
GS-8235/2025;23.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8158/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8259/2025;23.06.2025;6941.00;0.00;1388.20;8329.20;4685.18;937.04;0.00;5622.21;NEODLOZNO
GS-8491/2025;23.06.2025;37241.00;0.00;7448.20;44689.20;25137.68;5027.54;0.00;30165.21;NEODLOZNO
GS-8145/2025;23.06.2025;62721.00;0.00;12544.20;75265.20;42336.68;8467.34;0.00;50804.01;NEODLOZNO
GS-8142/2025;23.06.2025;41303.00;0.00;8260.60;49563.60;27879.53;5575.91;0.00;33455.43;NEODLOZNO
GS-8221/2025;23.06.2025;19075.00;0.00;3815.00;22890.00;12875.63;2575.13;0.00;15450.75;NEODLOZNO
GS-8225/2025;23.06.2025;63772.20;0.00;12754.44;76526.64;43046.24;8609.25;0.00;51655.48;NEODLOZNO
GS-8482/2025;23.06.2025;73797.10;0.00;14759.42;88556.52;49813.04;9962.61;0.00;59775.65;NEODLOZNO
GS-8497/2025;23.06.2025;42583.00;0.00;8516.60;51099.60;28743.53;5748.71;0.00;34492.23;NEODLOZNO
GS-8210/2025;23.06.2025;102226.00;0.00;20445.20;122671.20;69002.55;13800.51;0.00;82803.06;NEODLOZNO
GS-8479/2025;23.06.2025;65548.00;0.00;13109.60;78657.60;44244.90;8848.98;0.00;53093.88;NEODLOZNO
GS-8474/2025;23.06.2025;36843.00;0.00;7368.60;44211.60;24869.03;4973.81;0.00;29842.83;NEODLOZNO
GS-8480/2025;23.06.2025;22485.00;0.00;4497.00;26982.00;15177.38;3035.48;0.00;18212.85;NEODLOZNO
GS-8483/2025;23.06.2025;66900.00;0.00;13380.00;80280.00;45157.50;9031.50;0.00;54189.00;NEODLOZNO
GS-8224/2025;23.06.2025;7300.00;0.00;1460.00;8760.00;4927.50;985.50;0.00;5913.00;NEODLOZNO
GS-8260/2025;23.06.2025;17870.40;0.00;3574.08;21444.48;12062.52;2412.50;0.00;14475.02;NEODLOZNO
GS-8226/2025;23.06.2025;10600.00;0.00;2120.00;12720.00;7155.00;1431.00;0.00;8586.00;NEODLOZNO
GS-8252/2025;23.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8258/2025;23.06.2025;3369.40;0.00;673.88;4043.28;2274.35;454.87;0.00;2729.21;NEODLOZNO
GS-8144/2025;23.06.2025;17920.00;0.00;3584.00;21504.00;12096.00;2419.20;0.00;14515.20;NEODLOZNO
GS-8222/2025;23.06.2025;49756.00;0.00;9951.20;59707.20;33585.30;6717.06;0.00;40302.36;NEODLOZNO
GS-8217/2025;23.06.2025;113857.40;0.00;22771.48;136628.88;76853.74;15370.75;0.00;92224.49;NEODLOZNO
GS-8490/2025;23.06.2025;12020.40;0.00;2404.08;14424.48;8113.77;1622.75;0.00;9736.52;NEODLOZNO
GS-8138/2025;23.06.2025;40465.20;0.00;8093.04;48558.24;27314.01;5462.80;0.00;32776.81;NEODLOZNO
GS-8464/2025;23.06.2025;108394.80;0.00;21678.96;130073.76;73166.49;14633.30;0.00;87799.79;NEODLOZNO
GS-8251/2025;23.06.2025;30989.00;0.00;6197.80;37186.80;20917.58;4183.52;0.00;25101.09;NEODLOZNO
GS-8254/2025;23.06.2025;126960.00;0.00;25392.00;152352.00;85698.00;17139.60;0.00;102837.60;NEODLOZNO
GS-8157/2025;23.06.2025;51314.00;0.00;10262.80;61576.80;34636.95;6927.39;0.00;41564.34;TEKUCE
GS-8475/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8486/2025;23.06.2025;27900.00;0.00;5580.00;33480.00;18832.50;3766.50;0.00;22599.00;NEODLOZNO
GS-8171/2025;23.06.2025;36852.00;0.00;7370.40;44222.40;24875.10;4975.02;0.00;29850.12;NEODLOZNO
GS-8207/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8246/2025;23.06.2025;45644.00;0.00;9128.80;54772.80;30809.70;6161.94;0.00;36971.64;NEODLOZNO
GS-8247/2025;23.06.2025;26228.00;0.00;5245.60;31473.60;17703.90;3540.78;0.00;21244.68;NEODLOZNO
GS-8211/2025;23.06.2025;9020.00;0.00;1804.00;10824.00;6088.50;1217.70;0.00;7306.20;NEODLOZNO
GS-8212/2025;23.06.2025;63949.00;0.00;12789.80;76738.80;43165.58;8633.12;0.00;51798.69;NEODLOZNO
GS-8208/2025;23.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8219/2025;23.06.2025;30100.00;0.00;6020.00;36120.00;20317.50;4063.50;0.00;24381.00;NEODLOZNO
GS-8153/2025;23.06.2025;39200.00;0.00;7840.00;47040.00;26460.00;5292.00;0.00;31752.00;NEODLOZNO
GS-8150/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8237/2025;23.06.2025;166490.00;0.00;33298.00;199788.00;112380.75;22476.15;0.00;134856.90;NEODLOZNO
GS-8176/2025;23.06.2025;4870.00;0.00;974.00;5844.00;3287.25;657.45;0.00;3944.70;NEODLOZNO
GS-8285/2025;23.06.2025;34204.50;0.00;6840.90;41045.40;23088.04;4617.61;0.00;27705.65;NEODLOZNO
GS-8187/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8183/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8186/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8242/2025;23.06.2025;25970.00;0.00;5194.00;31164.00;17529.75;3505.95;0.00;21035.70;NEODLOZNO
GS-8485/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8175/2025;23.06.2025;30900.00;0.00;6180.00;37080.00;20857.50;4171.50;0.00;25029.00;NEODLOZNO
GS-8457/2025;23.06.2025;18900.00;0.00;3780.00;22680.00;12757.50;2551.50;0.00;15309.00;NEODLOZNO
GS-8188/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8248/2025;23.06.2025;15300.00;0.00;3060.00;18360.00;10327.50;2065.50;0.00;12393.00;NEODLOZNO
GS-8209/2025;23.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8214/2025;23.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8213/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8262/2025;23.06.2025;35074.00;0.00;7014.80;42088.80;23674.95;4734.99;0.00;28409.94;NEODLOZNO
GS-8493/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8484/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8488/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8496/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8481/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8458/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8256/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8288/2025;23.06.2025;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-8184/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8463/2025;23.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8286/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8206/2025;23.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8460/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8197/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8283/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8284/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8494/2025;23.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8492/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8282/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8287/2025;23.06.2025;15300.00;0.00;3060.00;18360.00;10327.50;2065.50;0.00;12393.00;NEODLOZNO
GS-8182/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8185/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8477/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8155/2025;23.06.2025;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-8162/2025;23.06.2025;4870.00;0.00;974.00;5844.00;3287.25;657.45;0.00;3944.70;NEODLOZNO
GS-8143/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8241/2025;23.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8137/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8459/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8198/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8462/2025;23.06.2025;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-8236/2025;23.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8223/2025;23.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8220/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8461/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8204/2025;23.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8239/2025;23.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8218/2025;23.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8244/2025;23.06.2025;22100.00;0.00;4420.00;26520.00;14917.50;2983.50;0.00;17901.00;NEODLOZNO
GS-8455/2025;23.06.2025;11410.00;0.00;2282.00;13692.00;7701.75;1540.35;0.00;9242.10;NEODLOZNO
GS-8152/2025;23.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8160/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8196/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8489/2025;23.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8257/2025;23.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8205/2025.;23.06.2025;19440.00;0.00;3888.00;23328.00;13122.00;2624.40;0.00;15746.40;NEODLOZNO
HM-145/2025;23.06.2025;1388.00;0.00;277.60;1665.60;1388.00;277.60;0.00;1665.60;HAUSMAJSTOR
GS-8267/2025;20.06.2025;155309.60;0.00;31061.92;186371.52;104833.98;20966.80;0.00;125800.78;TEKUCE
GS-8190/2025;20.06.2025;66908.00;0.00;13381.60;80289.60;45162.90;9032.58;0.00;54195.48;NEODLOZNO
GS-8180/2025..;20.06.2025;116828.00;0.00;23365.60;140193.60;78858.90;15771.78;0.00;94630.68;NEODLOZNO
GS-8467/2025;20.06.2025;24328.00;0.00;4865.60;29193.60;16421.40;3284.28;0.00;19705.68;NEODLOZNO
GS-8266/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8270/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8276/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8192/2025;20.06.2025;10800.00;0.00;2160.00;12960.00;7290.00;1458.00;0.00;8748.00;NEODLOZNO
GS-8193/2025;20.06.2025;7300.00;0.00;1460.00;8760.00;4927.50;985.50;0.00;5913.00;NEODLOZNO
GS-8229/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8189/2025;20.06.2025;30344.00;0.00;6068.80;36412.80;20482.20;4096.44;0.00;24578.64;NEODLOZNO
GS-8200/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8195/2025;20.06.2025;45772.00;0.00;9154.40;54926.40;30896.10;6179.22;0.00;37075.32;NEODLOZNO
GS-8468/2025;20.06.2025;18355.60;0.00;3671.12;22026.72;12390.03;2478.01;0.00;14868.04;NEODLOZNO
GS-8470/2025;20.06.2025;44711.00;0.00;8942.20;53653.20;30179.93;6035.99;0.00;36215.91;NEODLOZNO
GS-8279/2025;20.06.2025;48033.20;0.00;9606.64;57639.84;32422.41;6484.48;0.00;38906.89;NEODLOZNO
GS-8263/2025;20.06.2025;95148.00;0.00;19029.60;114177.60;64224.90;12844.98;0.00;77069.88;NEODLOZNO
GS-8275/2025;20.06.2025;13366.00;0.00;2673.20;16039.20;9022.05;1804.41;0.00;10826.46;NEODLOZNO
GS-8269/2025;20.06.2025;20018.80;0.00;4003.76;24022.56;13512.69;2702.54;0.00;16215.23;NEODLOZNO
GS-8216/2025;20.06.2025;43042.20;0.00;8608.44;51650.64;29053.49;5810.70;0.00;34864.18;NEODLOZNO
GS-8199/2025;20.06.2025;3550.00;0.00;710.00;4260.00;2396.25;479.25;0.00;2875.50;NEODLOZNO
GS-8498/2025;20.06.2025;18200.00;0.00;3640.00;21840.00;12285.00;2457.00;0.00;14742.00;NEODLOZNO
GS-8272/2025;20.06.2025;11520.00;0.00;2304.00;13824.00;7776.00;1555.20;0.00;9331.20;NEODLOZNO
GS-8264/2025;20.06.2025;15494.60;0.00;3098.92;18593.52;10458.86;2091.77;0.00;12550.63;NEODLOZNO
GS-8500/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8265/2025;20.06.2025;13932.20;0.00;2786.44;16718.64;9404.24;1880.85;0.00;11285.08;NEODLOZNO
GS-8499/2025;20.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8472/2025;20.06.2025;44300.00;0.00;8860.00;53160.00;29902.50;5980.50;0.00;35883.00;NEODLOZNO
